item,name,description,type,category,subcategory,text,predicted_label_id,predicted_label
http://www.wikidata.org/entity/Q2427430,Northeast Flag Replacement,"Zhang Xueliang's announcement on 29 December 1928 on replacing all banners of the Beiyang government in Manchuria with the flag of the Nationalist government, thus nominally uniting China under one state",concept,History,historical event,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] History | [TYPE] concept | [SUBCATEGORY] historical event | [NAME] Northeast Flag Replacement | [DESC] Zhang Xueliang's announcement on 29 December 1928 on replacing all banners of the Beiyang government in Manchuria with the flag of the Nationalist government, thus nominally uniting China under one state | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q60233168,political historian,person who is engaged in political history,concept,History,historian,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] History | [TYPE] concept | [SUBCATEGORY] historian | [NAME] political historian | [DESC] person who is engaged in political history | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q197069,Zexcs,Japanese animation studio,named entity,Comics and Anime,animation studio,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Comics and Anime | [TYPE] named entity | [SUBCATEGORY] animation studio | [NAME] Zexcs | [DESC] Japanese animation studio | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q670265,Eisteddfod,"type of Welsh festival of literature, music and performance",concept,Music,music festival,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Music | [TYPE] concept | [SUBCATEGORY] music festival | [NAME] Eisteddfod | [DESC] type of Welsh festival of literature, music and performance | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q15964235,Emmenbrücke Kapf railway station,railway station in Switzerland,named entity,transportation,station,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] transportation | [TYPE] named entity | [SUBCATEGORY] station | [NAME] Emmenbrücke Kapf railway station | [DESC] railway station in Switzerland | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q63036,Eduard Oscar Schmidt,German zoologist (1823–1886),named entity,Biology,biologist,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Biology | [TYPE] named entity | [SUBCATEGORY] biologist | [NAME] Eduard Oscar Schmidt | [DESC] German zoologist (1823–1886) | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q225907,professional revolutionary,follower of the Communist movement who engages professionally in subversive or revolutionary (depending on viewpoint) activities,concept,politics,politician,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] politics | [TYPE] concept | [SUBCATEGORY] politician | [NAME] professional revolutionary | [DESC] follower of the Communist movement who engages professionally in subversive or revolutionary (depending on viewpoint) activities | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q794428,entrenched river,term,concept,Geography,river,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Geography | [TYPE] concept | [SUBCATEGORY] river | [NAME] entrenched river | [DESC] term | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q874265,Stump sock,cloth accessory for amputation stumps,concept,Fashion,clothing,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Fashion | [TYPE] concept | [SUBCATEGORY] clothing | [NAME] Stump sock | [DESC] cloth accessory for amputation stumps | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q183308,New Age,spiritual or religious beliefs and practices that developed in Western nations during the 1970s,named entity,philosophy and religion,religion,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] philosophy and religion | [TYPE] named entity | [SUBCATEGORY] religion | [NAME] New Age | [DESC] spiritual or religious beliefs and practices that developed in Western nations during the 1970s | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q11046554,tapu,Polynesian traditional concept denoting something holy or sacred,concept,Gestures and habits,mores,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Gestures and habits | [TYPE] concept | [SUBCATEGORY] mores | [NAME] tapu | [DESC] Polynesian traditional concept denoting something holy or sacred | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q4835874,BLUF,writing style that places key information at the beginning,named entity,Literature,writing style,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Literature | [TYPE] named entity | [SUBCATEGORY] writing style | [NAME] BLUF | [DESC] writing style that places key information at the beginning | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q3565221,Wakanim,European anime streaming service,concept,media,streaming service,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] media | [TYPE] concept | [SUBCATEGORY] streaming service | [NAME] Wakanim | [DESC] European anime streaming service | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q25326,Mollusca,large phylum of invertebrate animals,concept,Biology,animal,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Biology | [TYPE] concept | [SUBCATEGORY] animal | [NAME] Mollusca | [DESC] large phylum of invertebrate animals | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q766570,Political parties in Russia,Wikimedia list article,concept,politics,political party,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] politics | [TYPE] concept | [SUBCATEGORY] political party | [NAME] Political parties in Russia | [DESC] Wikimedia list article | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q3015646,Australian dance,aspect of Australian culture,concept,Performing arts,dance,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Performing arts | [TYPE] concept | [SUBCATEGORY] dance | [NAME] Australian dance | [DESC] aspect of Australian culture | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q49112,Yale University,"private university in New Haven, Connecticut",named entity,media,production company,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] media | [TYPE] named entity | [SUBCATEGORY] production company | [NAME] Yale University | [DESC] private university in New Haven, Connecticut | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q895818,boy player,Adolescent males employed by Medieval and Renaissance theater companies,named entity,Performing arts,actor,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Performing arts | [TYPE] named entity | [SUBCATEGORY] actor | [NAME] boy player | [DESC] Adolescent males employed by Medieval and Renaissance theater companies | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q6415061,jajim,type of flat-woven textile from Iran,concept,Fashion,textile,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Fashion | [TYPE] concept | [SUBCATEGORY] textile | [NAME] jajim | [DESC] type of flat-woven textile from Iran | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q1352102,Free Cinema,British documentary film movement,named entity,Films,film genre,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Films | [TYPE] named entity | [SUBCATEGORY] film genre | [NAME] Free Cinema | [DESC] British documentary film movement | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q579021,perfumer,expert on creating perfume compositions,concept,Visual Arts,artist,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Visual Arts | [TYPE] concept | [SUBCATEGORY] artist | [NAME] perfumer | [DESC] expert on creating perfume compositions | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q473743,environmental art,genre of art engaging nature and ecology,concept,Visual Arts,visual arts,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Visual Arts | [TYPE] concept | [SUBCATEGORY] visual arts | [NAME] environmental art | [DESC] genre of art engaging nature and ecology | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q824592,Berner Platte,bernese traditional meat dish,named entity,food,dish,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] food | [TYPE] named entity | [SUBCATEGORY] dish | [NAME] Berner Platte | [DESC] bernese traditional meat dish | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q264980,Equal Vision Records,American record label,named entity,Music,record label,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Music | [TYPE] named entity | [SUBCATEGORY] record label | [NAME] Equal Vision Records | [DESC] American record label | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q596428,Kia ora,Māori-language greeting,concept,Gestures and habits,greeting,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Gestures and habits | [TYPE] concept | [SUBCATEGORY] greeting | [NAME] Kia ora | [DESC] Māori-language greeting | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q49845,mail,system for transporting documents and other small packages,concept,transportation,transport,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] transportation | [TYPE] concept | [SUBCATEGORY] transport | [NAME] mail | [DESC] system for transporting documents and other small packages | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q10957,Lumière Festival,"annual film festival held in Lyon, France",entity,Films,film festival,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Films | [TYPE] entity | [SUBCATEGORY] film festival | [NAME] Lumière Festival | [DESC] annual film festival held in Lyon, France | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q59182,Wikov,Czech automobile manufacturer,named entity,transportation,automobile manufacturer,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] transportation | [TYPE] named entity | [SUBCATEGORY] automobile manufacturer | [NAME] Wikov | [DESC] Czech automobile manufacturer | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q3621561,starchitect,portmanteau used to describe a famous architect,named entity,architecture,architect,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] architecture | [TYPE] named entity | [SUBCATEGORY] architect | [NAME] starchitect | [DESC] portmanteau used to describe a famous architect | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q5503619,fried eggplant,Turkish cuisine dish,concept,food,food,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] food | [TYPE] concept | [SUBCATEGORY] food | [NAME] fried eggplant | [DESC] Turkish cuisine dish | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q5300093,double steaming,Chinese cooking technique to prepare delicate food such as bird's nest soup,concept,food,cooking technique,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] food | [TYPE] concept | [SUBCATEGORY] cooking technique | [NAME] double steaming | [DESC] Chinese cooking technique to prepare delicate food such as bird's nest soup | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q478804,children's anime and manga,anime and manga for children,concept,Comics and Anime,manga,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Comics and Anime | [TYPE] concept | [SUBCATEGORY] manga | [NAME] children's anime and manga | [DESC] anime and manga for children | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q119906,parallax scrolling,"computer graphics technique, where background images move past the camera more slowly than foreground images, creating an illusion of depth in a 2D scene and adding to the sense of immersion in the virtual experience",concept,Comics and Anime,animation technique,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Comics and Anime | [TYPE] concept | [SUBCATEGORY] animation technique | [NAME] parallax scrolling | [DESC] computer graphics technique, where background images move past the camera more slowly than foreground images, creating an illusion of depth in a 2D scene and adding to the sense of immersion in the virtual experience | [WIKI] ",0,cultural agnostic
http://www.wikidata.org/entity/Q1466283,Sizewell nuclear power stations,nuclear power plant,named entity,Geography,geographic location,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Geography | [TYPE] named entity | [SUBCATEGORY] geographic location | [NAME] Sizewell nuclear power stations | [DESC] nuclear power plant | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q44475,spear,"weapon or tool consisting of a shaft, usually of wood, with a pointed head that is used for thrusting or throwing",concept,sports,sports equipment,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] sports | [TYPE] concept | [SUBCATEGORY] sports equipment | [NAME] spear | [DESC] weapon or tool consisting of a shaft, usually of wood, with a pointed head that is used for thrusting or throwing | [WIKI] ",0,cultural agnostic
http://www.wikidata.org/entity/Q42,Douglas Adams,English science fiction writer and humorist (1952–2001),named entity,Literature,writer,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Literature | [TYPE] named entity | [SUBCATEGORY] writer | [NAME] Douglas Adams | [DESC] English science fiction writer and humorist (1952–2001) | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q150066,Pinacoteca di Brera,"art museum in Milan, Italy",named entity,Visual Arts,art gallery,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Visual Arts | [TYPE] named entity | [SUBCATEGORY] art gallery | [NAME] Pinacoteca di Brera | [DESC] art museum in Milan, Italy | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q30314702,body language of dogs,a dogs movements and feelings,concept,Gestures and habits,body language,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Gestures and habits | [TYPE] concept | [SUBCATEGORY] body language | [NAME] body language of dogs | [DESC] a dogs movements and feelings | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q64718,Victor Hasselblad,Swedish photographer and inventor (1906–1978),named entity,Visual Arts,photographer,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Visual Arts | [TYPE] named entity | [SUBCATEGORY] photographer | [NAME] Victor Hasselblad | [DESC] Swedish photographer and inventor (1906–1978) | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q1469093,Rodrigo y Gabriela,Mexican guitar duo,named entity,Music,musical group,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Music | [TYPE] named entity | [SUBCATEGORY] musical group | [NAME] Rodrigo y Gabriela | [DESC] Mexican guitar duo | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q4671452,terrestrial plant,plant that lives on land,concept,Biology,plant,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Biology | [TYPE] concept | [SUBCATEGORY] plant | [NAME] terrestrial plant | [DESC] plant that lives on land | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q4986688,built environment,environment created by humans,concept,Geography,environment,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Geography | [TYPE] concept | [SUBCATEGORY] environment | [NAME] built environment | [DESC] environment created by humans | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q78639,Max Reinhardt,theatre director and actor (1873-1943),named entity,Performing arts,theatrical director,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Performing arts | [TYPE] named entity | [SUBCATEGORY] theatrical director | [NAME] Max Reinhardt | [DESC] theatre director and actor (1873-1943) | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q329385,schottische,"partnered country dance derived from polka, of continental European origin",concept,Performing arts,folk dance,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Performing arts | [TYPE] concept | [SUBCATEGORY] folk dance | [NAME] schottische | [DESC] partnered country dance derived from polka, of continental European origin | [WIKI] ",1,cultural representative
http://www.wikidata.org/entity/Q267050,Mano,Filipino gesture,named entity,Gestures and habits,gesture,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Gestures and habits | [TYPE] named entity | [SUBCATEGORY] gesture | [NAME] Mano | [DESC] Filipino gesture | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q242256,closed-circuit television,use of video cameras to transmit a signal to a specific place on a limited set of monitors,concept,media,television,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] media | [TYPE] concept | [SUBCATEGORY] television | [NAME] closed-circuit television | [DESC] use of video cameras to transmit a signal to a specific place on a limited set of monitors | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q647584,flashing,construction material used to prevent the passage of water around objects,concept,architecture,building material,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] architecture | [TYPE] concept | [SUBCATEGORY] building material | [NAME] flashing | [DESC] construction material used to prevent the passage of water around objects | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q2088225,Laugh-O-Gram Studio,animation studio founded by Walt Disney in 1922,named entity,media,film studio,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] media | [TYPE] named entity | [SUBCATEGORY] film studio | [NAME] Laugh-O-Gram Studio | [DESC] animation studio founded by Walt Disney in 1922 | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q366922,TEC,"operator for public transport in Wallonia, Belgium",named entity,transportation,transport company,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] transportation | [TYPE] named entity | [SUBCATEGORY] transport company | [NAME] TEC | [DESC] operator for public transport in Wallonia, Belgium | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q28966228,lightning rod fashion,Fashion accessories using lightning rods,concept,Fashion,fashion trend,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Fashion | [TYPE] concept | [SUBCATEGORY] fashion trend | [NAME] lightning rod fashion | [DESC] Fashion accessories using lightning rods | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q55207,Nikita Mikhalkov,"Russian film director, writer, producer and actor",named entity,Films,film producer,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Films | [TYPE] named entity | [SUBCATEGORY] film producer | [NAME] Nikita Mikhalkov | [DESC] Russian film director, writer, producer and actor | [WIKI] ",1,cultural representative
http://www.wikidata.org/entity/Q2635310,Mrkonjić Grad incident,1995 shoot-down during the Bosnian War,named entity,History,historical event,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] History | [TYPE] named entity | [SUBCATEGORY] historical event | [NAME] Mrkonjić Grad incident | [DESC] 1995 shoot-down during the Bosnian War | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q172748,antipope,"person who claims to be, but is not recognized as, the legitimate pope",concept,philosophy and religion,religious leader,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] philosophy and religion | [TYPE] concept | [SUBCATEGORY] religious leader | [NAME] antipope | [DESC] person who claims to be, but is not recognized as, the legitimate pope | [WIKI] ",0,cultural agnostic
http://www.wikidata.org/entity/Q16320,Club Atlético Peñarol,Uruguayan sports club,named entity,sports,sports club,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] sports | [TYPE] named entity | [SUBCATEGORY] sports club | [NAME] Club Atlético Peñarol | [DESC] Uruguayan sports club | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q597935,Communications Security Establishment Canada,Canada's national cryptologic agency,concept,politics,government agency,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] politics | [TYPE] concept | [SUBCATEGORY] government agency | [NAME] Communications Security Establishment Canada | [DESC] Canada's national cryptologic agency | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q294238,BookSpot Literatuurprijs,series of former annual Dutch literary awards sponsored by Bookspot (2018 and 2019). Prolongation of the ECI Literatuur Prijs (2015-2017) because the sponsor changed its name from ECI to BooksSpot in March 2018,named entity,Literature,literary award,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Literature | [TYPE] named entity | [SUBCATEGORY] literary award | [NAME] BookSpot Literatuurprijs | [DESC] series of former annual Dutch literary awards sponsored by Bookspot (2018 and 2019). Prolongation of the ECI Literatuur Prijs (2015-2017) because the sponsor changed its name from ECI to BooksSpot in March 2018 | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q1409680,H. N. Jacobsens Bókahandil,oldest bookshop in the Faroe Islands,named entity,Books,bookstore,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Books | [TYPE] named entity | [SUBCATEGORY] bookstore | [NAME] H. N. Jacobsens Bókahandil | [DESC] oldest bookshop in the Faroe Islands | [WIKI] ,2,cultural exclusive
